Index,Recorded Language,Predicted Language,Prediction Confidence,Subject,Any Disagreement,Potential Mismatch
5591,DE,DE,0.9985151360762995,Schutz medizinischer Daten in IT-Lösungen,False,False
5592,DE,DE,0.9950390570669189,Unterstützung für Digitale Produkte,False,False
5593,EN,EN,0.8882598293528566,Importance of Protecting Medical Data,False,False
5594,EN,EN,0.9862095369675171,Data Integration Issue in Financial Analytics Tools,False,False
5595,EN,EN,0.9480891103017764,Unanticipated Fees Detected Across Several Items,False,False
5596,EN,EN,0.9625462721167387,Detected Unauthorized Entry into Medical Records,False,False
5597,EN,EN,0.9925197922567918,Data Security Breach Incident,False,False
5598,EN,EN,0.9635667939376701,Update on Digital Marketing Strategies,False,False
5599,DE,DE,0.567590568617819,Timeouts During Peak Hours,False,False
5601,EN,EN,0.6867963230674197,Resolve Software Integration Challenges,False,False
5602,EN,EN,0.814430954716383,Review of Digital Campaign's Lackluster Results Required,False,False
5603,EN,EN,0.9776282856873023,Inquiry About Security Measures for Protecting Medical Data with Smartsheet and TP-Link Switches,False,False
5604,EN,EN,0.9264742601097276,Slow Performance in Data Analytics for Investment Firm,False,False
5605,DE,DE,0.9992652915654068,Anfrage für sofortige Aktualisierung der Datenanalyse-Tools,False,False
5607,DE,EN,0.8274692186272911,Enhancement of Brand Growth,True,False
5608,EN,EN,0.9262283625964208,Investment Analytics Platform Crash,False,False
5609,DE,DE,0.9953830451005009,Problem bei der Datenintegration bei Finanzunternehmen,False,False
5610,EN,EN,0.9880120901760032,Request for Assistance with Slow Performance,False,False
5611,EN,EN,0.8640841136646792,Revise Digital Marketing Platforms,False,False
5612,EN,EN,0.9317591082899181,Digital Strategy Challenge,False,False
5613,EN,EN,0.9422280365669702,Protection of Systems,False,False
5614,EN,EN,0.8675320507869463,Security Features of Oracle Database 19c,False,False
5616,DE,DE,0.9974390950262486,Anfrage zu Digitalstrategien für Wachstum,False,False
5617,DE,DE,0.9986560623269901,"Liebe Kundensupport, benötige detaillierte Dokumentationen zu Sicherheitsprotokollen, Gesundheitsdienstleistungsdaten, Informatikinfrastruktur von Krankenhäusern. Als wertvoller Kunde möchte ich sicherstellen, dass vertrauliche Informationen geschützt sind. Könnten Sie bitte Informationen zu den Maßnahmen geben, die zur Bekämpfung von Datenverletzungen und cyberbasierten Bedrohungen eingesetzt werden? Ich wäre dankbar, wenn Sie Verschlüsselungsverfahren, Zugriffskontrolle und Notfallpläne einschließen würden, um meine Sicherheitsstrategie besser zu verstehen und Gewähr zu geben, dass meine Daten sicher sind. Vielen Dank für Ihre Unterstützung in dieser Angelegenheit.",False,False
5618,EN,EN,0.745004705888758,Problem with Data Processing Delay,False,False
5619,EN,EN,0.954762982037753,Request for Security Enhancement Support,False,False
5620,EN,EN,0.94899321626449,Request for Security Enhancement Update,False,False
5621,EN,EN,0.8716009507189203,Inquiry Regarding Digital Marketing Strategies,False,False
5622,EN,EN,0.866703868188584,Request for Assistance from the Technical Support Team,False,False
5623,DE,DE,0.9974374491229178,Benötigte Unterstützung für Datensicherheit,False,False
5624,DE,DE,0.9984687639125832,Fehler im Projektmanagement-System,False,False
5625,EN,EN,0.736974338445523,Inquiry About Digital Marketing Solutions Today,False,False
5626,EN,EN,0.9919811689061139,Assistance Needed for Data Analytics Platform,False,False
5627,EN,EN,0.96397087252641,Inquiry Regarding a Scalable SaaS Project Management Solution Today,False,False
5628,DE,DE,0.8427165958378529,Issue Report: Data Analysis Platform Optimization Investment Alert,False,False
5630,DE,DE,0.9981966917439804,Anfrage wegen Systemgeschwindigkeitsproblemen,False,False
5631,EN,EN,0.933031681247467,Recurring Sync Issues in Various Products,False,False
5632,DE,EN,0.6618504509207155,Request for Security Protocols of Medical Data,True,False
5633,EN,EN,0.7927947727443078,Reported Service Interruption Problem,False,False
5634,DE,DE,0.9984100151254922,Lösungen für die Sicherheit medizinischer Daten,False,False
5635,DE,DE,0.998562417951486,Aktualisierung der digitalen Strategieintegrationsplattformen,False,False
5636,EN,EN,0.8684819645937013,Interruption in Data Analytics Processes,False,False
5637,EN,EN,0.9720571926194177,Project Management SaaS Encountering Occasional Performance Delays,False,False
5638,DE,DE,0.9971596815116976,Unterstützung bei Abrechnungsfehlern,False,False
5639,EN,EN,0.9855034706022507,Enhancement of Data Analytics Platform,False,False
5640,EN,EN,0.9646204045348261,Identified Concern Regarding Healthcare Data Security,False,False
5641,DE,DE,0.9989921930651263,Anfrage bezüglich Software-Updates,False,False
5643,DE,DE,0.9916015662302895,Zahlungsprobleme bei der SaaS-Plattform,False,False
5644,EN,EN,0.8992577449665604,Failure in Multiple Product Integrations,False,False
5645,EN,EN,0.9748858541956693,Recurrent Crashes in SaaS Platform,False,False
5646,EN,EN,0.972738769836034,Rails Financial Data Integration,False,False
5647,DE,DE,0.9988938926583224,Probleme mit Finanzdaten,False,False
5648,EN,EN,0.9022261757893765,Request for Assistance with OneNote,False,False
5649,DE,DE,0.6541838282398172,Critical System Error Reported,False,False
5652,DE,DE,0.995448308946925,Plötzliche Abrechnungsprobleme bei Marketingagentur entdeckt,False,False
5653,EN,EN,0.9195183744253389,Problems with Data Analytics System,False,False
5654,EN,EN,0.9608370589716253,Customer Support: Notification of Potential Data Breach at Healthcare Provider,False,False
5655,EN,EN,0.8598806411182575,Revise Access Rights Permissions,False,False
5656,EN,EN,0.9684765053518298,Delayed Loading Speeds,False,False
5657,DE,EN,0.7480913156338626,Update of Digital Marketing Tools,True,False
5658,DE,DE,0.9991975987829335,Support für PostgreSQL-Integration bei der Datenanalyse-Plattform,False,False
5659,DE,DE,0.9995455782952564,Plötzliche Ausfallprobleme bei Datenanalyse im Finanzunternehmen,False,False
5660,DE,DE,0.997992857005924,Hilfe bei Datenverletzung erforderlich,False,False
5661,DE,DE,0.9910467915632767,Herausforderungen beim digitalen Fortschritt,False,False
5662,DE,DE,0.998129646232786,Anfrage zu Healthcare Sicherheitslösungen heute,False,False
5664,DE,DE,0.9991760907457178,Integrationsprobleme,False,False
5665,DE,DE,0.9986758332714163,Express Support Assistance,False,False
5666,DE,DE,0.9989340799189923,Herausforderungen bei der Marketingkampagne,False,False
5667,EN,EN,0.986339550345711,Delays in Data Processing,False,False
5669,EN,EN,0.6220404813586707,Assistance Required for Data Latency Issues,False,False
5670,EN,EN,0.9520564402407902,Issue with the Firm's Data Analytics System,False,False
5671,DE,DE,0.9967727066279827,Benötigte Unterstützung bei Ausfall digitaler Tools,False,False
5673,DE,DE,0.9971253153397523,Datenschutzverletzung in Krankenhausnetzwerken,False,False
5674,EN,EN,0.9054665577812268,Unauthorized Entry into Hospital Networks,False,False
5675,EN,EN,0.9460642020830194,Assistance Required for Security Incident in Healthcare Facility,False,False
5676,EN,EN,0.9751968252347221,Healthcare Solutions Security Inquiry,False,False
5678,EN,EN,0.9488736927322035,Medical Assistance Needed,False,False
5681,EN,EN,0.8370484015693347,Enhanced Security Protocols for Hospital Data Storage,False,False
5682,DE,DE,0.9977290620191364,Falsch gemeldete Abrechnungsbeträge,False,False
5684,DE,DE,0.9694755138294229,Support for Integrations,False,False
5685,EN,EN,0.7761851230264452,Assistance with Slow Performance in Project Management SaaS,False,False
5686,EN,EN,0.8355682222382725,Server Response Time Problems,False,False
5687,DE,EN,0.6802385789787119,DataRobot Docker Integration Support,True,False
5688,EN,EN,0.8778627783523774,Successfully Incorporating Figma into Digital Branding Initiatives,False,False
5689,DE,DE,0.5920745158993463,Issue with Investment Data Analysis,False,False
5690,DE,EN,0.936770459028703,Device Failure Notification,True,True
5691,DE,DE,0.9991534363898702,Fehlerhafte Abrechnungsstellung auf Rechnung,False,False
5692,EN,EN,0.869034470705956,Inquiry About Billing Options for Kubernetes Integration,False,False
5693,EN,EN,0.6804870717209738,Efficacy of Marketing Strategies,False,False
5694,EN,EN,0.896754846149019,Suspicion of Security Compromise,False,False
5696,EN,EN,0.9073766032767646,Digital Tools Functionality Issue,False,False
5697,DE,DE,0.9934028204149974,Anfrage zur Softwarelizenz-Unterstützung,False,False
5698,EN,EN,0.9452274665624714,Hospital System Security Practices,False,False
5699,DE,DE,0.9964514810983766,Abrechnungs-Systems Issue,False,False
5700,EN,EN,0.8830321798195947,Solutions Discovered for Digital Campaign Challenges,False,False
5701,DE,DE,0.9737912003050267,Schlechte Resultate bei digitalen Kampagnen der Marketingagentur,False,False
5702,DE,DE,0.6520860128949955,Request for Enhanced Security Implementation,False,False
5704,EN,EN,0.7270051131003782,Concern Regarding Possible Data Security Incident,False,False
5705,EN,EN,0.9960596832690976,Problem with Data Integration Tools,False,False
5707,EN,EN,0.8801633241602856,Optimization of Investment Strategies,False,False
5708,DE,DE,0.9991060306107863,Technische Unterstützung bei Systemproblemen,False,False
5709,DE,DE,0.8036494986761775,Security Solutions for Hospital Systems,False,False
5711,EN,EN,0.9132086788901085,Reported Decline in Analytics Performance,False,False
5712,EN,EN,0.9800221542033467,Assistance Required for Django Integration,False,False
5713,DE,DE,0.9967369148226899,Unterstützung bei digitalen Tools,False,False
5714,DE,DE,0.9952747354543421,Unterstützung im digitalen Marketing,False,False
5715,DE,DE,0.9974892826730123,Alarm wegen Sicherheitsverletzung,False,False
5717,EN,EN,0.9438482762412648,Securing Medical Data on Azure,False,False
5719,DE,EN,0.6070932689990329,Report of Digital Tool Outages,True,False
5722,DE,DE,0.9985792718144461,Unterstützung für digitale Marketing-Kampagne,False,False
5723,DE,DE,0.9989578863488537,Integrationsprobleme bei Finanzsystemen,False,False
5724,DE,EN,0.7378039696535884,IT System Outage,True,False
5725,EN,EN,0.8968240955190109,Recurring Timeout Issues on SaaS Platform Reported,False,False
5726,EN,EN,0.7594769968246303,Potential Security Incident in Medical Systems,False,False
5727,EN,EN,0.8730913259955481,Healthcare Data Management System,False,False
5731,EN,EN,0.9131891785361834,Reported Problem with Access to Digital Marketing Tools,False,False
5732,DE,DE,0.9985156565431634,Wesentlicher Serviceausfall Betraf Mehrere Produkte,False,False
5733,DE,DE,0.9981027541072801,Sicherheitsmerkmale für medizinische Daten,False,False
5734,EN,EN,0.9137407526287605,Data Breach Detected in Hospital's Healthcare System,False,False
5735,DE,DE,0.9985876104950611,Sicherheitsmaßnahmen für Krankenhäuser,False,False
5736,DE,DE,0.9915273467662811,Bericht über Systemstörung,False,False
5737,EN,EN,0.9853755336973601,Hospital Systems Data Breach Alert,False,False
5738,DE,DE,0.9987794827174791,Unterstützung bei der Integration des Dell-Monitors,False,False
5739,DE,DE,0.9933673433091252,Unterstützung bei der Adobe-Integration notwendig,False,False
5741,EN,EN,0.9389146738221613,Issue with Growth Metrics in Marketing Agency's Digital Campaigns,False,False
5743,DE,DE,0.9942745645599106,Fehler im Abrechnungssystem,False,False
5744,DE,DE,0.9989449617922387,Datensicherheitszugriffsproblem,False,False
5745,EN,EN,0.7824379944001687,Assistance Needed with Sync Failures,False,False
5746,DE,DE,0.9991440766200079,Optimierung der Datenanalyse im Finanzsektor,False,False
5748,EN,EN,0.9602529212502121,Incorporating Digital Marketing into SAP ERP,False,False
5749,DE,DE,0.9952182133581496,Datenschutz in der Medizin,False,False
5750,EN,EN,0.9807782597640937,Status Inquiry,False,False
5752,DE,DE,0.9228071816071219,Issue with Data Access Settings,False,False
5753,EN,EN,0.7999814347154696,Digital Marketing Assistance,False,False
5754,EN,EN,0.9790454886673033,Disruptions in Software and Hardware Tools,False,False
5755,EN,EN,0.8294439618025111,Acknowledgment of Report Writing Issue in Data Analytics System,False,False
5756,EN,EN,0.8303696766686283,Enhance Efficiency of Integrated Tools through Updates,False,False
5757,EN,EN,0.9209679546191164,Support for WLAN Router,False,False
5758,EN,EN,0.9775372420572259,Problem with Medical Data Security,False,False
5759,EN,EN,0.9209690269535096,Ensuring Security in Medical Data Solutions,False,False
5760,DE,DE,0.9932830831272843,Verzögerungen bei Investment-Analysen durch Softwareprobleme,False,False
5761,EN,EN,0.9436195378438011,Secure Medical Data Management,False,False
5763,EN,EN,0.9287334727929923,Data Analytics System Failures,False,False
5764,DE,DE,0.996680292123507,Problem with Norton Integration,False,False
5765,DE,DE,0.9992778024654556,Unterstützung für die Investitionsoptimierungsplattform,False,False
5766,DE,DE,0.9993980848487748,Dringende Meldung eines kritischen Sicherheitsvorfalls,False,False
5767,DE,DE,0.9896396459948137,Rechnungsdifferenzen,False,False
5769,DE,DE,0.9981123322851807,Assistance with GitLab AWS Integration,False,False
5770,EN,EN,0.9636882390127087,Guidance on Integrating RapidMiner with Airtable for Investment Data Analytics,False,False
5772,DE,DE,0.9962732002406287,Untersuchung eines Datenschutzverstoßes im Gesundheitswesen,False,False
5774,EN,EN,0.9235881102165031,Digital Campaigns Encountered Failures Due to Integration Problems,False,False
5775,EN,EN,0.987780703194574,Project Management SaaS Faced Occasional Performance Lags,False,False
5776,DE,DE,0.9985966613124934,Fehlerhafte Abrechnung auf der Rechnung,False,False
5777,EN,EN,0.8263684158663762,SaaS platform interruption impacting numerous integrated applications unexpectedly,False,False
5778,DE,EN,0.7777317144656721,Report of Incident Submitted,True,False
5779,EN,EN,0.9567019244969146,Support Needed for Data Analytics System Optimization,False,False
5781,EN,EN,0.9278007407332801,Software Problem in Financial Analysis Platform,False,False
5782,DE,DE,0.584532866796365,System Performance Degradation Issue,False,False
5783,DE,DE,0.9624080538522525,Performance Issues in Financial Institutions,False,False
5784,EN,EN,0.9699087752692946,Boost Brand Development,False,False
5785,DE,DE,0.9980535208352577,Gesundheitlicher Datenschutz,False,False
5786,DE,DE,0.9993171838091089,Anfrage bezüglich Support für Investment-Optimierungsanalyse,False,False
5787,EN,EN,0.9489841833774629,Multiple Product Integration Failures,False,False
5789,EN,EN,0.7748414292447812,Delay in Financial Data Processing Issue,False,False
5790,DE,DE,0.9909567866552627,Assistance with Data Analytics Optimization Tools,False,False
5791,EN,EN,0.8475358539789366,Experiencing Sporadic Service Interruptions Across Multiple Integrated Products Daily,False,False
5794,EN,EN,0.9516041655468132,Assistance Required for Marketing Campaign Performance,False,False
5795,EN,EN,0.9473260252780856,System Failure During Peak Usage Times,False,False
5796,EN,EN,0.841087456534084,Support Needed for ActiveCampaign and Squarespace Integration,False,False
5797,EN,EN,0.9686825461398124,Incident of Medical Data Security Breach,False,False
5799,EN,EN,0.9800265332547107,Problem with Data Accessibility,False,False
5801,EN,EN,0.95028907350629,Problems with Analytics Platform Performance,False,False
5803,DE,DE,0.9975495606084833,Supportanfrage zu mehreren Produkten,False,False
5804,EN,EN,0.9621269606054638,Enhancing Scalability,False,False
5806,DE,DE,0.9948886320597058,Integration of SaaS Discord Platform,False,False
5807,EN,EN,0.9726717093440266,Notification,False,False
5808,DE,DE,0.9931253957878377,Ausfall des Investitionsdaten-AnalySESSystems im Finanzunternehmen,False,False
5809,EN,EN,0.975506691465773,Incident Notification: Recent Data Breach,False,False
5810,DE,DE,0.9915929885092613,Anfrage zur Integration von Drittanbieter-APIs in SaaS-Projektmanagementplattform,False,False
5811,DE,DE,0.995578882957846,Wiederkehrende Timeouts bei der Projekt-Synchronisation,False,False
5812,EN,EN,0.7631191606950662,Network Connectivity Concern,False,False
5814,DE,DE,0.9986164212219283,Fehlerhafte Digitale Werkzeuge Verursachen Tägliche Unterbrechungen,False,False
5816,EN,EN,0.9523935539712973,Frequent Daily Service Interruptions Reported,False,False
5817,EN,EN,0.9519142326979583,Digital Brand Assistance,False,False
5818,EN,EN,0.9517407469381873,Expansion of Digital Brand Presence,False,False
5819,EN,EN,0.9147328420798504,Assistance with Smartsheet Integration,False,False
5820,DE,DE,0.9992624221616786,Verbesserung der Anlagepolitik,False,False
5821,EN,EN,0.9812713057563459,Airtable and Zoom Integration Inquiry,False,False
5823,EN,EN,0.9241012941557862,Effective Online Promotion of Digital Products in Today's Market,False,False
5824,DE,DE,0.9989433238460341,Datenzugriffsprobleme,False,False
5825,DE,EN,0.6643374443399783,Software Conflicts in Marketing Agency Tools,True,False
5826,DE,DE,0.5778660043977644,Hospital IT Support,False,False
5827,EN,EN,0.9111233971944425,Request for Guidance on Securing Medical Data with Google Keep and Redis 6.2 in Hospital IT,False,False
5829,DE,DE,0.9207600628771171,Unterstützung bei Squarespace MySQL-Integration,False,False
5830,EN,EN,0.9593527302873208,Enhancement of Investment Optimization Algorithms,False,False
5831,DE,DE,0.9988858512298066,Unterdurchschnittliche Leistung digitaler Kampagnen auf verschiedenen Plattformen,False,False
5832,EN,EN,0.9827461128662344,Report of Technical Problem Encountered Today,False,False
5834,DE,DE,0.997525138617219,Verzögerungen bei der Datenverarbeitung durch Systemüberlastung,False,False
5835,EN,EN,0.8192700846068958,Support Request for JIRA and Google Cloud Platform Integration,False,False
5836,EN,EN,0.8543090243904864,Support for JIRA Integration,False,False
5837,EN,EN,0.9761121024165073,Financial Organization Facing Recent Data Processing Delays,False,False
5839,EN,EN,0.9569585219055279,Detected Security Breach in Hospital System,False,False
5840,DE,DE,0.9814907562746467,Unbeautorisierte Dateneingriffe medizinischer Akten vermutet,False,False
5842,EN,EN,0.8849017166188768,Inquiry About Billing for Marketing Services,False,False
5843,DE,DE,0.8996337112819827,Issue with Financial Analysis Report,False,False
5844,EN,EN,0.7765509650982808,Digital Growth Tools Functioning Properly,False,False
5845,EN,EN,0.9011471278175085,Security Enhancements,False,False
5846,DE,DE,0.9966983828216066,Alarm wegen Sicherheitsverletzung ausgelöst,False,False
5847,EN,EN,0.9978625014861615,Report of Data Security Concerns,False,False
5848,DE,DE,0.999568135134751,Benötigte Unterstützung bei der Datenanalyse,False,False
5849,DE,DE,0.999575633215016,Update der Datenanalyse-Konfiguration,False,False
5850,DE,EN,0.5699784754681968,Support Request: System Performance Degradation,True,False
5851,EN,EN,0.9861474396551296,Healthcare Provider Encounters Intermittent Delays in Accessing Medical Records,False,False
5852,EN,EN,0.7071525548464452,Analysis Software Crash Investigation,False,False
5853,EN,EN,0.8296886681437781,Assistance with Alteryx and Zoho Integration,False,False
5854,EN,EN,0.8332564670156869,Significant Underperformance of Digital Strategy Campaign,False,False
5855,DE,DE,0.5455320747335537,Access Issue with Project,False,False
5856,EN,EN,0.9662914496249115,Request for Investment Assistance,False,False
5858,EN,EN,0.9101985682937699,SendGrid Integration Instructions,False,False
5859,EN,EN,0.9734324609325954,Incorporating Data Analytics for Financial Optimization,False,False
5860,DE,DE,0.9995539106343871,Medizinische Datenoffenlegung durch veraltete Software,False,False
5861,EN,EN,0.9460576735458138,Urgent: Critical Connectivity Issue Disrupting Marketing Workflows,False,False
5862,EN,EN,0.926650993617098,Issue of Unauthorized Access to Medical Records,False,False
5863,DE,DE,0.6123049687725055,Request for Information on Digital Strategy Services,False,False
5864,DE,DE,0.997045403810432,Heute aufgetretene Ladezeitprobleme bei Projekt-Dashboards,False,False
5865,DE,DE,0.991291878498107,Unterstützung bei der Digitalstrategie erforderlich,False,False
5866,DE,EN,0.7584069787476051,Digital Campaigns Drove Growth,True,False
5867,EN,EN,0.9339191156259725,Problems Synchronizing Several Products Each Day,False,False
5868,DE,DE,0.9920158497658463,Marketing-Kampagne nicht erfolgreich,False,False
5869,EN,EN,0.9242453324324273,Reported Challenges with Marketing Agency Integration,False,False
5870,DE,DE,0.9974622106809582,Integrationsprobleme bei Marketing-Agenturen auf verschiedenen Plattformen,False,False
5871,EN,EN,0.9214200673448395,Urgent: Medical Data Security Breach Detected,False,False
5873,DE,DE,0.5438987121654568,Security Issue Concerning Sensitive Medical Data,False,False
5874,DE,DE,0.6919208085339448,ESET NOD32 Issue,False,False
5875,DE,DE,0.9987286799474662,Anfrage zur Aktualisierung der Digitalstrategie,False,False
5876,DE,DE,0.9973456870368219,Steigerung des Markenwachstums in verschiedenen Technologiekategorien,False,False
5877,EN,EN,0.928304829202883,Problem with Financial Company's Analytics System,False,False
5878,EN,EN,0.8051983300500674,Challenges in Data Processing Speed,False,False
5879,DE,DE,0.9985554252332599,Anfrage zur Aktualisierung der Rechnungsinformationen,False,False
5880,DE,DE,0.9977116043430129,UI-Issue,False,False
5882,DE,DE,0.9991813099566746,Fehler bei der Abrechnungssoftware,False,False
5883,EN,EN,0.9427803073820543,Problems with Data Synchronization Between Platforms,False,False
5884,EN,EN,0.9789044811264226,Issue: Several Applications Crashing After Update,False,False
5885,DE,DE,0.9993532252724825,Zugang zu medizinischen Daten,False,False
5887,EN,EN,0.9893779843616103,Data Integration Issues Across Multiple Tools,False,False
5890,EN,EN,0.9794168203387582,Enhance Growth of Digital Tools,False,False
5891,DE,DE,0.9912584159018174,Dringender technischer Support benötigt,False,False
5892,DE,DE,0.9996790523731984,Update der Sicherheitsmaßnahmen für medizinische Daten,False,False
5893,EN,EN,0.9578114886383189,Problems with Digital Campaigns Software,False,False
5894,EN,EN,0.9851403731230551,Hospital Network Security Concerns,False,False
5896,DE,DE,0.9893944795008637,Daten-Synchronisationsproblem bei Finanzinstitut,False,False
5898,EN,EN,0.6584515669566815,BigCommerce Data Analysis,False,False
5899,DE,DE,0.9958813626002394,Supportanfrage zu Produktproblemen,False,False
5901,EN,EN,0.9686005652158725,Medical Facility Assistance,False,False
5902,DE,DE,0.9973900718315798,Feststellung einer Sicherheitsverletzung in den IT-Systemen des Krankenhauses,False,False
5903,DE,DE,0.9980571496119869,Mehrere Tools funktionieren gleichzeitig,False,False
5904,EN,EN,0.9032005297120227,Healthcare Data Security Concerns,False,False
5905,DE,DE,0.990317356333374,QuickBooks und Dynamics - Abonnementoptionen,False,False
5906,DE,DE,0.9983566293529444,Leitfaden für SAP ERP Integrationen,False,False
5907,DE,DE,0.9982510929921415,Benachrichtigung über Vorfall bei Datenleck im Gesundheitswesen,False,False
5908,DE,DE,0.9936078587429236,Probleme beim Wachstum im digitalen Marketing,False,False
5909,EN,EN,0.7931972602486201,Ensuring the Security of Medical Data is Crucial,False,False
5910,EN,EN,0.9756001092811194,Assistance Needed with Dell Monitor Integration,False,False
5912,EN,EN,0.8454968597853798,Digital Marketing Campaigns Showing Poor Performance,False,False
5913,EN,EN,0.891234260259851,Analytics Support Inquiry,False,False
5916,EN,EN,0.9332970931115764,Data Security Assistance,False,False
5917,EN,EN,0.9103371624765543,Request for Assistance with Underperforming Digital Campaigns,False,False
5918,DE,DE,0.9929160257935683,Medien-Datenverletzung,False,False
5919,DE,DE,0.9994795490220191,Datenanalyse,False,False
5920,EN,EN,0.6272047639316352,AutoCAD 2022 Data Analysis Utilities,False,False
5921,EN,EN,0.9266634422046347,Documentation for Securing Medical Data in Hospital Solutions,False,False
5922,EN,EN,0.9936855361407151,Performance Degradation Concerns,False,False
5923,EN,EN,0.8810136209666259,Improve Brand Expansion and Address Service Challenges,False,False
5924,DE,DE,0.9868158734299414,Mehrere Geräte berichten verzögerte Datenzugriffe,False,False
5925,DE,DE,0.9991258445579303,Unterstützung bei Adobe Sign-Integration erforderlich,False,False
5926,DE,DE,0.9967731774096701,Benötigte Unterstützung bei der Integration von Data Analytics,False,False
5928,EN,EN,0.9206054935224965,Protecting Medical Data Infrastructure,False,False
5929,EN,EN,0.9115613749468418,Revise Investment Optimization Procedure,False,False
5931,DE,EN,0.6149405715051829,Unauthorized Data Access Attempt,True,False
5932,DE,DE,0.9989436085937564,Medizinische Sicherheitsmaßnahmen,False,False
5933,DE,DE,0.998446359305405,Verbesserte Datenanalyse durch Integration von Puppet und Excel,False,False
5935,DE,DE,0.9750576880628353,Backup medizinischer Daten in IBM Cloud,False,False
5936,EN,EN,0.9803560684251879,Upgraded Data Analytics Assistance,False,False
5937,DE,EN,0.7859747289867711,Support Required for Adobe Integration,True,False
5938,DE,DE,0.995369147857918,Funktionalität digitaler Werkzeuge,False,False
5939,DE,DE,0.965632019713484,Jenkins Marketing Automation Brand Growth Strategy,False,False
5940,DE,DE,0.9845547728303707,Festgestellte Wachstumsprobleme bei der Marketingagentur,False,False
5942,EN,EN,0.9191841156976734,Interruption in Digital Marketing Productivity Tools,False,False
5943,EN,EN,0.9306658558176909,Request for Assistance with Platform Crashes,False,False
5945,DE,DE,0.9986292136898615,Sicherheitsproblem: Verletzung von Gesundheitsdaten,False,False
5946,DE,DE,0.9966939051584836,Effektive digitale Marketingstrategien für nachhaltiges Markenwachstum,False,False
5947,EN,EN,0.7348398478077776,Incorrect Outcomes in Investment Analytics,False,False
5948,DE,DE,0.9988171538794975,Alteryx Zoho Integration Options,False,False
5949,DE,DE,0.9829746061845251,Fehler beim Datenabgleich bei Finanzinstituten,False,False
5950,EN,EN,0.8458976519167418,Discrepancy in Billing Amounts During Invoice Creation Process,False,False
5951,EN,EN,0.9477805159278279,Support Request: NAS-System SAP ERP Central Component 6.0 Report Issue,False,False
5952,DE,DE,0.9975089889005949,Sicherheitslücke bei medizinischen Daten,False,False
5953,EN,EN,0.982462728912462,Assistance Required for Integration Problems,False,False
5955,EN,EN,0.990294501900041,API Assistance Inquiry,False,False
5956,EN,EN,0.8955105209894312,Request for System Upgrade,False,False
5957,DE,DE,0.9988169272153382,Anfrage zur Preisgestaltung für Datenanalyse-Services,False,False
5958,EN,EN,0.9260499343314523,Notify of Slight User Interface Lag,False,False
5959,EN,EN,0.9671798362298175,Notification of Data Breach,False,False
5960,EN,EN,0.7884306747804434,Security Solutions for Medical Data Systems,False,False
5961,EN,EN,0.6840812792417436,Assistance Required for Billing Issues,False,False
5962,EN,EN,0.9592790349999669,Assistance with Data Security,False,False
5963,EN,EN,0.9511992343162661,Complete Interruption of Digital Campaigns,False,False
5964,EN,EN,0.9606820652942143,Support for Scalability Options,False,False
5965,EN,EN,0.991128824257322,Assistance with Digital Tools,False,False
5967,DE,DE,0.9982115758595785,Support Inquiry Regarding Smart Lock Integration on SaaS Platform,False,False
5968,DE,DE,0.9984773715332155,Gesundheitssystem-Problematik,False,False
5969,DE,DE,0.9870927231138036,Produktzugriffsprobleme,False,False
5970,EN,EN,0.9444549312311176,Digital Campaigns Halted on Various Devices,False,False
5971,EN,EN,0.9376000273104772,Viber Engagement Approach,False,False
5972,DE,DE,0.5811723703149476,Problem with Digital Campaign,False,False
5973,EN,EN,0.9787128371710131,System Crash in Data Analytics Platform,False,False
5974,DE,DE,0.857185586549362,Issue with Data Analysis Dashboard Accuracy,False,False
5975,DE,DE,0.9883647192399739,Sichere Krankenhaus-Informationssysteme,False,False
5977,EN,EN,0.9936186971443186,Disruption in the Investment Data Analytics Platform of the Financial Organization,False,False
5978,EN,EN,0.984627042268473,Optimize Digital Strategies for Brand Expansion,False,False
5980,EN,EN,0.9448917335957884,Occurrence of Incident on Scalable SaaS Platform,False,False
5981,DE,DE,0.9521902282994729,Airtable und Scrivener Finanzintegration,False,False
5982,DE,DE,0.9974995873172533,Effiziente Verbesserung von Strategien im digitalen Marketing,False,False
5984,EN,EN,0.969627083309975,Data Access System Problem,False,False
5985,EN,EN,0.9907322066504909,Request for Incident Report on Healthcare Data Breach,False,False
5986,DE,DE,0.9994260168066389,Bericht über Schwierigkeiten bei der Integration von Finanzdaten,False,False
5987,EN,EN,0.7479394133451732,Incident Impacting Several Products Today,False,False
5988,EN,EN,0.8883028753012454,Solutions for Healthcare Data Security,False,False
5989,EN,EN,0.9654725827580897,Digital Brand Expansion Solutions,False,False
5990,EN,EN,0.9682392474929628,Request for Assistance with Integrating Microsoft SQL Server 2019 SaaS Project Management Platform,False,False
5991,EN,EN,0.8258173770483315,Support Inquiry for PostgreSQL Integration,False,False
5995,DE,DE,0.9972434227397546,Netzwerksystem ist ausgefallen,False,False
5996,EN,EN,0.9181532828165029,Data Analytics System Problem,False,False
5997,DE,EN,0.5965691449137346,Hospital IT Systems,True,False
5998,EN,EN,0.6024064743734234,Optimization of Scalability for SaaS Platform Performance,False,False
5999,DE,DE,0.9742483525284581,Datenschutzverletzung beim medizinischen Dienst durch veraltete Software,False,False
6000,EN,EN,0.9744320925582916,Security Concern: Healthcare Data Breach,False,False
